numberOfOccurrences;species;taxonKey;intraSpeciesPercentage
33421;Viola palustris;5331355;5.77
33263;Amaranthus retroflexus;6109534;29.99
33244;Onobrychis viciifolia;2972595;59.44
33094;Sagina apetala;8941837;38.29
33085;Serratula tinctoria;5388835;100.0
32968;Carex humilis;2723953;1.52
32946;Melica ciliata;2703124;22.08
32908;Rosa spinosissima;3002333;7.11
32855;Bidens frondosa;5392174;33.36
32853;Carduus defloratus;3114563;22.08
32818;Silene baccifera;10953644;4.28
32696;Atriplex prostrata;3083786;36.4
32649;Plantago alpina;7303060;3.3
32631;Dianthus armeria;3085413;16.92
32563;Mespilus germanica;3031774;100.0
32544;Dryas octopetala;4889932;100.0
32531;Carex vesicaria;2722046;1.5
32408;Anthericum liliago;2773902;62.04
32316;Kickxia spuria;3170817;47.12
32291;Astragalus monspessulanus;5346583;25.44
32274;Ficus carica;5361909;100.0
32189;Ulex minor;2951968;25.36
32121;Ononis natrix;2977234;14.37
32047;Fumana procumbens;7331288;50.86
32035;Nuphar lutea;7551339;97.53
31967;Carduus nutans;8185959;21.49
31937;Ornithopus perpusillus;5358256;71.36
31588;Dianthus carthusianorum;8400876;16.38
31559;Carex elata;2724729;1.46
31192;Ranunculus sceleratus;3033374;2.64
31164;Ballota nigra;2926894;100.0
31143;Veronica anagallis-aquatica;3172086;2.96
31142;Carex divulsa;2722914;1.44
31129;Laburnum anagyroides;5356345;86.37
31070;Festuca marginata;4120709;5.07
31008;Kickxia elatine;3170819;45.22
30998;Menyanthes trifoliata;5341511;100.0
30979;Lathraea clandestina;3738544;83.22
30947;Lathyrus latifolius;5356517;6.84
30908;Althaea officinalis;3152520;55.36
30813;Allium sphaerocephalon;2857616;12.09
30774;Bartsia alpina;3170807;100.0
30772;Lonicera etrusca;5334247;6.11
30670;Pinus halepensis;5285604;9.23
30525;Mentha longifolia;7510173;9.32
30318;Myriophyllum spicatum;5361760;68.09
30251;Osmunda regalis;8049341;100.0
30207;Bromus ramosus;2703766;3.57
30129;Reseda luteola;3040251;21.33
30060;Galium saxatile;2914547;2.56
29998;Setaria verticillata;5289686;25.57
29991;Lolium multiflorum;4129708;5.36
29886;Homogyne alpina;3133692;100.0
29879;Catananche caerulea;3134867;100.0
29877;Ranunculus sardous;3033483;2.53
29721;Carex digitata;2727038;1.37
29687;Cardamine heptaphylla;3045634;7.71
29648;Aesculus hippocastanum;3189815;100.0
29562;Atrichum undulatum;2673299;98.15
29510;Hypericum maculatum;6437017;4.54
29505;Chrysosplenium oppositifolium;7526486;71.08
29455;Cystopteris fragilis;2650818;86.29
29398;Bryonia cretica;2874496;28.78
29342;Taraxacum campylodes;5394016;27.75
29310;Ajuga chamaepitys;2927080;11.58
29281;Prunella laciniata;5341296;9.8
29252;Antennaria dioica;5385604;83.69
29195;Vicia faba;2974832;4.08
29040;Anacamptis laxiflora;2808426;9.57
29029;Hieracium umbellatum;3135329;12.02
28989;Astrantia major;3034915;70.18
28955;Spiranthes spiralis;2805322;69.78
28835;Petrosedum rupestre;7618770;26.28
28759;Sempervivum arachnoideum;4201709;37.43
28684;Sedum dasyphyllum;7172720;9.67
28675;Phacelia tanacetifolia;2928226;100.0
28674;Filago germanica;7533148;57.74
28642;Malus sylvestris;3001509;75.07
28641;Amaranthus hybridus;5384364;25.82
28526;Helictochloa pratensis;6559939;40.1
28490;Vaccinium gaultherioides;4172817;12.01
28488;Myosotis alpestris;5341187;8.15
28467;Clinopodium acinos;2927118;13.38
28443;Dactylorhiza viridis;2810284;10.75
28413;Carduus crispus;3114649;19.1
28404;Clematis flammula;3921611;9.93
28402;Digitalis lutea;5414990;22.51
28185;Melilotus officinalis;8193111;26.32
28041;Logfia minima;3088922;77.31
28033;Avena barbata;2705300;25.92
28002;Diplotaxis tenuifolia;5376426;58.2
27997;Anthyllis montana;5352354;18.57
27974;Lotus alpinus;5356917;4.72
27948;Odontites luteus;7855120;33.8
27948;Echinops ritro;5392950;88.1
27907;Syringa vulgaris;5415039;100.0
27888;Meum athamanticum;6026490;100.0
27825;Genista cinerea;5347718;9.53
27815;Dactylorhiza sambucina;8231647;10.51
27792;Crithmum maritimum;3632234;100.0
27760;Juncus subnodulosus;2701900;3.33
27757;Festuca laevigata;4121732;4.53
27746;Lotus maritimus;5356973;4.68
27724;Thalictrum flavum;7509607;39.27
27667;Silene italica;8993502;3.6
27616;Spartium junceum;5355395;100.0
27601;Eurhynchium striatum;2680247;97.75
27596;Olea europaea;5415040;100.0
27567;Cervaria rivini;5540777;100.0
27519;Odontites vernus;8971475;33.28
27460;Pistacia terebinthus;3190580;37.3
27452;Artemisia campestris;3121461;9.08
27421;Clinopodium nepeta;8916040;12.89
27367;Polygala calcarea;8169088;16.17
27293;Pseudoturritis turrita;3042086;100.0
27259;Phytolacca americana;3084015;97.5
27219;Festuca violacea;4111191;4.44
27197;Reseda phyteuma;3040253;19.25
27136;Lepidium draba;5376961;24.86
27076;Linum tenuifolium;8069406;12.56
27061;Crepis biennis;5403531;7.25
27035;Vaccinium uliginosum;8073364;11.4
26902;Campanula scheuchzeri;5410226;5.98
26892;Centaurea nigra;3128225;5.92
26827;Verbascum nigrum;3171945;15.46
26825;Festuca lemanii;4121486;4.38
26745;Cerastium pumilum;3085469;5.81
26685;Rosa pendulina;3006974;5.77
26683;Cormus domestica;3013215;100.0
26641;Vitis vinifera;5372392;86.0
26637;Vinca major;3169708;26.47
26580;Pulmonaria affinis;5660579;29.77
26487;Taxus baccata;5284517;100.0
26431;Parthenocissus inserta;3039203;86.79
26325;Dittrichia viscosa;3101184;77.8
26323;Spergula arvensis;3085810;72.73
26265;Lactuca virosa;3140346;11.18
26251;Triticum aestivum;7795888;86.91
26238;Salvia rosmarinus;10902460;14.83
26231;Hylocomiadelphus triquetrus;8345757;100.0
26211;Alnus alnobetula;8956987;10.69
26181;Euphorbia verrucosa;3069053;2.66
26168;Scandix pecten-veneris;3034233;89.2
26152;Urospermum dalechampii;3096622;81.26
26134;Pilosella lactucella;9509071;9.3
26116;Ranunculus aconitifolius;3928139;2.21
26041;Senecio doronicum;3107708;6.93
26026;Oxalis corniculata;8427624;16.55
26001;Beta vulgaris;8971274;81.63
25903;Carex davalliana;2728143;1.19
25822;Salix aurita;5372876;3.56
25735;Asphodelus albus;2778457;56.85
25685;Festuca bromoides;2702740;4.19
25629;Carex oederi;7973697;1.18
25611;Gentiana verna;8232412;9.19
25580;Crepis foetida;5403470;6.85
25566;Soldanella alpina;7923515;98.95
25504;Veronica scutellata;3172072;2.43
25459;Apera spica-venti;5289642;90.38
25432;Helictotrichon sedenense;4152058;69.42
25427;Trifolium hybridum;6109535;1.9
25405;Schoenus nigricans;2709923;83.86
25353;Teucrium polium;3887764;4.67
25287;Astragalus glycyphyllos;5346998;19.92
25229;Scorzoneroides pyrenaica;3133504;31.13
25200;Cardamine impatiens;3046187;6.55
25146;Scutellaria minor;5341345;30.66
25107;Atadinus alpinus;3877063;78.47
25071;Setaria pumila;5289693;21.37
25037;Bromus diandrus;2703760;2.96
25035;Lobularia maritima;5373358;100.0
24927;Campanula rhomboidalis;5410480;5.54
24874;Filipendula vulgaris;2988069;11.43
24790;Cyperus fuscus;2716489;35.48
24789;Dianthus superbus;6363496;12.85
24696;Silene acaulis;5384754;3.22
24684;Polypodium interjectum;5649577;25.26
24630;Tuberaria guttata;2874024;94.04
24527;Osyris alba;3789029;100.0
24495;Staehelina dubia;3112552;100.0
24449;Hypericum androsaemum;3189525;3.76
24426;Lepidium campestre;7703116;22.38
24384;Tulipa sylvestris;5299536;75.0
24369;Scleranthus annuus;3085894;59.53
24339;Ceratophyllum demersum;2882398;87.94
24234;Adenostyles alliariae;3133702;44.05
24166;Quercus coccifera;2879175;2.79
24117;Chondrilla juncea;8537667;100.0
24039;Mentha pulegium;2927189;7.34
23935;Legousia speculum-veneris;8022456;71.02
23910;Cerastium semidecandrum;3085434;5.19
23881;Centaurea decipiens;3128156;5.26
23869;Verbascum lychnitis;3171947;13.76
23847;Avena sativa;2705290;22.05
23725;Pseudotsuga menziesii;2685796;100.0
23716;Erica arborea;5333410;11.44
23702;Pinus uncinata;5285332;7.13
23609;Narcissus pseudonarcissus;2858244;33.21
23513;Lagurus ovatus;5290177;100.0
23510;Cerastium brachypetalum;3085439;5.11
23488;Argyrolobium zanonii;2963689;100.0
23366;Bromus tectorum;2703746;2.76
23362;Teesdalia nudicaulis;3054168;90.75
23333;Carex disticha;2725082;1.08
23320;Asplenium quadrivalens;7650426;5.54
23299;Lathyrus tuberosus;5356522;5.15
23296;Lathyrus vernus;5356704;5.15
23224;Saxifraga rotundifolia;7339396;7.84
23187;Ulmus glabra;5361866;11.11
23181;Carex pseudocyperus;2722760;1.07
23172;Bellidiastrum michelii;4251552;100.0
23114;Epilobium palustre;3189080;4.83
23081;Scirpoides holoschoenus;2718201;100.0
23080;Asplenium septentrionale;2650720;5.48
23044;Laserpitium gallicum;6026416;34.92
23038;Saxifraga oppositifolia;8353146;7.78
23032;Rumex pulcher;2888978;2.49
22996;Campanula persicifolia;5411475;5.11
22987;Carex acuta;2722833;1.06
22972;Sabulina tenuifolia;5586962;56.59
22867;Centranthus ruber;2888740;50.88
22845;Helictochloa bromoides;6559940;32.12
22843;Blitum bonus-henricus;8044896;97.43
22824;Oxalis stricta;9823072;14.51
22792;Phleum alpinum;8952395;13.09
22769;Helianthemum marifolium;7331330;8.8
22764;Eschscholzia californica;2888380;100.0
22745;Aristolochia clematitis;2873991;38.54
22732;Knautia dipsacifolia;7301056;13.18
22686;Pentanema montanum;10255521;17.94
22626;Fritillaria meleagris;5300535;71.0
22606;Geranium nodosum;2890287;2.2
22590;Trifolium rubens;5359249;1.69
22552;Cistus monspeliensis;2874030;17.87
22549;Allium oleraceum;2857071;8.85
22517;Vaccinium vitis-idaea;2882835;9.49
22506;Narcissus poeticus;2858581;31.66
22453;Salix herbacea;5373083;3.09
22429;Lonicera nigra;7768870;4.45
22419;Poa chaixii;2704211;2.34
22355;Arundo donax;2703041;96.88
22318;Serapias lingua;5314814;34.28
22310;Sempervivum tectorum;2985949;29.04
22261;Gaudinia fragilis;5290242;100.0
22248;Schoenoplectus lacustris;2710941;62.19
22062;Euphorbia stricta;3070024;2.24
22010;Hylotelephium telephium;2985865;58.4
21948;Trifolium incarnatum;5359378;1.64
21878;Rumex scutatus;2888961;2.37
21849;Bunium bulbocastanum;3034501;96.81
21823;Pulsatilla vulgaris;3033621;26.19
21822;Buglossoides arvensis;2925901;95.82
21813;Brachypodium phoenicoides;5290144;4.14
21804;Phillyrea latifolia;7325923;37.63
21800;Ornithogalum umbellatum;2773448;28.9
21711;Lysimachia foemina;8368021;4.53
21696;Pyrus pyraster;5362445;47.36
21655;Festuca nigrescens;4119612;3.54
21652;Carlina acanthifolia;3105419;15.04
21619;Lathyrus aphaca;5356649;4.78
21618;Senecio sylvaticus;3107987;5.76
21549;Samolus valerandi;3169313;100.0
21466;Festuca acuminata;4129667;3.5
21463;Gentianella campestris;7270427;59.75
21384;Salix eleagnos;5372655;2.94
21367;Genista anglica;5347644;7.32
21356;Thrincia saxatilis;6082337;86.88
21337;Siler montanum;5537918;100.0
21275;Trichophorum cespitosum;2710592;78.61
21269;Valeriana montana;7735944;10.76
21268;Carex montana;2724108;0.98
21264;Convolvulus cantabrica;3681277;8.31
21260;Thalictrum minus;3033129;30.12
21248;Tanacetum corymbosum;3118216;19.64
21189;Reichardia picroides;5385655;100.0
21186;Valeriana excelsa;8188719;10.72
21160;Melampyrum arvense;7331741;17.51
21133;Cirsium dissectum;3113784;2.52
21103;Helianthemum italicum;3596380;8.16
21085;Chaerophyllum hirsutum;6027328;15.98
21069;Vicia tenuifolia;2975188;2.94
20996;Ononis minutissima;2977125;9.39
20988;Genista scorpius;5347727;7.19
20944;Aconitum napellus;3033665;36.72
20904;Salix repens;9148812;2.88
20865;Trifolium scabrum;5358977;1.56
20845;Euphorbia serrata;3070382;2.11
20832;Satureja montana;2926884;95.71
20816;Maianthemum bifolium;2769317;100.0
20812;Petrosedum ochroleucum;7863397;18.97
20801;Potamogeton natans;5301147;17.77
20799;Sporobolus indicus;2704757;55.11
20722;Saxifraga aizoides;8165236;7.0
20722;Stuckenia pectinata;7871428;97.15
20717;Pentanema salicinum;9868510;16.38
20678;Carex tomentosa;8346717;0.95
20579;Ophrys fusca;2793158;4.94
20567;Cerastium elongatum;3811839;4.47
20482;Lonicera implexa;7272699;4.07
20446;Aconitum lycoctonum;3033675;35.84
20434;Armeria arenaria;11310169;40.79
20431;Lysimachia tenella;4005183;4.26
20420;Pinguicula vulgaris;5415065;52.81
20411;Goodyera repens;2840931;100.0
20391;Geum rivale;5369701;5.73
20391;Anacamptis coriophora;2808461;6.72
20376;Centaurea aspera;3128166;4.49
20349;Leucanthemum ircutianum;5401008;10.43
20259;Glyceria maxima;2705484;18.94
20258;Scilla bifolia;2767506;62.86
20213;Bromus madritensis;2703721;2.39
20182;Genista hispanica;5347761;6.91
20109;Gentiana cruciata;3170115;7.21
20059;Sempervivum montanum;8164781;26.11
19948;Valeriana tripteris;7298997;10.09
19944;Calamagrostis varia;4106903;23.01
19942;Cypripedium calceolus;2820517;100.0
19892;Trifolium striatum;5358683;1.49
19882;Aster alpinus;5387396;63.56
19857;Potentilla aurea;5365496;2.35
19831;Anthericum ramosum;2773942;37.96
19812;Leersia oryzoides;2702905;100.0
19797;Serapias vomeracea;5314764;30.41
19781;Viola tricolor;5331347;3.41
19750;Prospero autumnale;2767189;98.21
19632;Pedicularis sylvatica;3171712;21.63
19588;Myosotis laxa;12186874;5.61
19576;Althaea hirsuta;3152521;35.06
19550;Dryopteris affinis;8915858;4.79
19541;Clinopodium menthifolium;11007246;9.18
19529;Spirodela polyrhiza;4097481;100.0
19492;Geranium purpureum;2890541;1.9
19397;Imperatoria ostruthium;5538108;100.0
19366;Atocion rupestre;3816070;76.46
19328;Thelypteris palustris;5275316;100.0
19327;Ophioglossum vulgatum;2650133;80.59
19317;Aira praecox;5289582;25.56
19295;Alopecurus geniculatus;5290090;10.87
19285;Polystichum lonchitis;2651113;20.49
19228;Jacobaea adonidifolia;5388631;6.16
19228;Myosotis discolor;5341177;5.5
19180;Crepis paludosa;5403296;5.14
19180;Oenanthe aquatica;5371888;18.25
19146;Cydonia oblonga;5362215;100.0
19050;Impatiens noli-tangere;2891779;25.36
19001;Nerium oleander;3169756;100.0
18900;Lythrum portula;3188743;8.09
18885;Juniperus phoenicea;2684640;6.01
18817;Centaurea montana;9023462;4.14
18805;Ononis pusilla;2977214;8.41
18797;Trinia glauca;6027378;100.0
18786;Hieracium glaucinum;9689880;7.78
18780;Corydalis solida;5334208;82.36
18758;Arabis alpina;5375020;20.65
18743;Festuca filiformis;2705011;3.06
18700;Callitriche stagnalis;5372487;37.37
18696;Campanula cochleariifolia;5410194;4.15
18669;Botrychium lunaria;2650165;94.01
18645;Bothriochloa ischaemum;2704102;86.76
18603;Helianthemum oelandicum;7331276;7.19
18575;Oenanthe crocata;6027319;17.68
18574;Onopordum acanthium;3094900;84.53
18574;Cladium mariscus;2731327;100.0
18567;Veronica urticifolia;8242995;1.77
18559;Polygala serpyllifolia;3191414;10.96
18493;Poa angustifolia;4128839;1.93
18413;Leucanthemopsis alpina;3122039;100.0
18396;Trifolium badium;5359018;1.38
18321;Hornungia petraea;5376179;52.04
18310;Tordylium maximum;3633319;92.16
18265;Dianthus hyssopifolius;7267549;9.47
18193;Linum bienne;2873896;8.44
18125;Salvia verbenaca;6409706;10.24
18108;Thesium humifusum;5579047;34.6
18055;Hylocomium splendens;2679696;100.0
18043;Solidago canadensis;5389029;9.54
18034;Potentilla grandiflora;5366106;2.13
17959;Hesperocodon hederaceus;9612996;100.0
17935;Senecio viscosus;3107855;4.77
17928;Heracleum mantegazzianum;3034825;6.0
17915;Centaurium pulchellum;7439391;20.45
17863;Hordelymus europaeus;5674152;100.0
17860;Cytisus oromediterraneus;5611875;7.92
17828;Stachys alpina;7306931;5.19
17805;Bromus racemosus;2703764;2.11
17765;Rhaphiolepis bibas;10786206;100.0
17732;Hypericum elodes;3713039;2.73
17690;Rorippa sylvestris;3053376;21.33
17662;Glaucium flavum;5334190;89.87
17657;Ajuga genevensis;2927079;6.98
17657;Cyperus eragrostis;2715482;25.27
17613;Aegonychon purpurocaeruleum;4063960;100.0
17502;Ophrys lutea;9226313;4.21
17491;Alnus incana;9148577;7.13
17485;Philadelphus coronarius;2986045;100.0
17442;Plagiomnium undulatum;7863767;63.3
17427;Gentiana acaulis;6366597;6.25
17363;Rumex arifolius;4036273;1.88
17359;Eryngium maritimum;3034391;8.47
17252;Hippophae rhamnoides;3039285;100.0
17245;Carex myosuroides;2710326;0.8
17216;Hypochaeris glabra;3093911;7.89
17211;Alchemilla xanthochlora;3028198;17.19
17180;Lavandula stoechas;2927303;24.44
17169;Frullania dilatata;2688740;76.63
17156;Gypsophila repens;5384464;80.4
17155;Lonicera alpigena;6369729;3.41
17139;Veronica polita;3172074;1.63
17127;Hypericum montanum;3714477;2.64
17009;Trifolium ochroleucon;5359209;1.27
17001;Draba aizoides;3049799;15.44
16974;Cirsium tuberosum;3112651;2.03
16961;Bombycilaena erecta;3088395;100.0
16955;Carex demissa;2725414;0.78
16929;Viola biflora;5331325;2.92
16915;Verbascum pulverulentum;3171941;9.75
16889;Teucrium botrys;2926903;3.11
16888;Opuntia stricta;5384075;83.67
16881;Clinopodium alpinum;7307319;7.93
16863;Eragrostis minor;2705449;54.72
16853;Scabiosa lucida;7475424;14.87
16846;Festuca ovina;2704951;2.75
16830;Chenopodiastrum hybridum;7551162;77.51
16777;Posidonia oceanica;5328663;100.0
16759;Galega officinalis;2975667;100.0
16759;Misopates orontium;3171145;100.0
16755;Aristolochia rotunda;2874019;28.39
16752;Galinsoga quadriradiata;8298495;83.32
16752;Viola calcarata;7296469;2.89
16752;Hypericum richeri;7611086;2.58
16749;Oenanthe lachenalii;5540332;15.94
16737;Euphorbia seguieriana;3066179;1.7
16733;Ranunculus arvensis;3033348;1.42
16729;Campanula patula;5410564;3.72
16722;Heliotropium europaeum;2925767;88.88
16717;Lunaria annua;5373324;68.99
16697;Artemisia verlotiorum;3120790;5.52
16679;Primula farinosa;7931979;4.5
16668;Huperzia selago;8190643;100.0
16610;Cotoneaster integerrimus;3025576;38.03
16607;Odontites vulgaris;5415024;20.08
16605;Potentilla argentea;8011540;1.96
16602;Xanthium orientale;3089146;70.45
16596;Hedlundia mougeotii;9312105;97.27
16545;Carex otrubae;2723259;0.76
16524;Berteroa incana;3053522;100.0
16519;Rosa agrestis;3002394;3.57
16516;Traunsteinera globosa;2784401;100.0
16515;Melica nutans;4118973;11.07
16503;Rorippa palustris;3053168;19.9
16494;Thesium alpinum;8005654;31.52
16490;Orobanche gracilis;7750780;15.85
16469;Sparganium emersum;2702266;28.38
16465;Lavandula latifolia;2927304;23.43
16432;Geranium lucidum;2890560;1.6
16430;Teucrium fruticans;2926902;3.03
16365;Oenanthe fistulosa;5371890;15.57
16360;Myrtus communis;3180085;100.0
16347;Phleum bertolonii;2706009;9.39
16324;Rhus typhina;3190538;72.03
16313;Brachythecium rutabulum;2679898;58.96
16306;Berula erecta;3034699;100.0
16301;Aristolochia pistolochia;7444649;27.62
16292;Symphytum tuberosum;2926065;12.93
16263;Orthilia secunda;2888310;100.0
16237;Linaria alpina;5560037;7.13
16207;Actaea spicata;5371473;100.0
16159;Festuca altissima;4129208;2.64
16142;Coincya monensis;3040600;78.95
16112;Leuzea conifera;3142203;72.47
16096;Bromus arvensis;2703705;1.9
16084;Eriophorum vaginatum;2730185;20.27
16072;Galium parisiense;2913169;1.37
16065;Rosa rugosa;3003979;3.47
16029;Anthemis arvensis;3102781;49.46
16018;Helictochloa versicolor;7344732;22.52
16000;Phleum phleoides;4139238;9.19
15996;Gagea villosa;5300296;27.59
15988;Viola canina;5331258;2.76
15977;Punica granatum;5420901;100.0
15977;Centaurea timbalii;6076285;3.52
15956;Hypericum calycinum;3189497;2.46
15936;Petasites albus;7749287;40.65
15894;Silene gallica;5384848;2.07
15871;Carex curvula;2722112;0.73
15870;Cyclamen hederifolium;7127810;70.54
15856;Potamogeton polygonifolius;5301226;13.55
15849;Adenostyles leucophylla;3133716;28.81
15820;Viola alba;7296398;2.73
15758;Verbascum sinuatum;3171946;9.08
15752;Glyceria notata;4105780;14.73
15662;Eriophorum latifolium;2730210;19.74
15645;Carex leersii;2724306;0.72
15631;Oenothera biennis;3188924;50.99
15610;Dianthus sylvestris;3085419;8.09
15601;Stellaria nemorum;6363434;4.33
15597;Sedum sexangulare;5361991;5.26
15522;Medicago polymorpha;2965531;3.13
15477;Salix viminalis;5372933;2.13
15449;Clinopodium grandiflorum;7437438;7.26
15430;Daphne gnidium;7311306;11.51
15424;Carum carvi;3034714;100.0
15410;Amaranthus blitum;8911082;13.89
15401;Potamogeton crispus;5301162;13.16
15385;Gymnocarpium dryopteris;2650832;55.3
15349;Vicia villosa;9182154;2.14
15329;Alisma lanceolatum;2865125;20.14
15315;Linaria supina;5415009;6.73
15291;Chaerophyllum villarsii;3640571;11.59
